bonus_value_id	effect	unit_set
#effect_bonus_value_ids_unit_sets_tables;0;db/effect_bonus_value_ids_unit_sets_tables/jiangshi_unique_lords+		
ammo_mod	jiangshi_mm_ammun	jiang_ranged_bows
ammo_mod	jiangshi_mm_ammun	jiang_cannon_gg
reload	jiangshi_mm_reload	jiang_ranged_bows
reload	jiangshi_mm_reload	jiang_cannon_gg
armour_mod	jiangshi_ps_armor	vmp_zombies
unit_fatigue_resistance_mod	jiangshi_ps_fatigue	vmp_zombies
mod_land_movement_battle	jiangshi_sw_speed	jiang_ranged_bows
mod_land_movement_battle	jiangshi_sw_speed	jiang_cannon_gg
range_mod	jiangshi_sw_range	jiang_ranged_bows
range_mod	jiangshi_sw_range	jiang_cannon_gg
missile_damage_mod_mult	jiangshi_sw_mstr	jiang_ranged_bows
missile_damage_mod_mult	jiangshi_sw_mstr	jiang_cannon_gg
armour_mod	wh2_dlc11_effect_force_stat_armour_black_knights_blood_knights	crypt_horror_change
melee_attack_mod	wh2_dlc11_effect_force_stat_melee_attack_black_knights_blood_knights	crypt_horror_change
upkeep_mod	jiangshi_superiority_upkeep_dynasty	jiangshi_dynasty_units
upkeep_mod	jiangshi_superiority_upkeep_gg	vmp_graveguard
upkeep_mod	jiangshi_superiority_upkeep_zombie	vmp_zombies
unit_xp_mod	jiangshi_superiority_recruit_rank	jiangshi_dynasty_units
unit_xp_mod	jiangshi_superiority_recruit_rank	vmp_graveguard
unit_xp_mod	jiangshi_superiority_recruit_rank	vmp_zombies
