faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/cth_undead+				
wh3_dlc21_vmp_jiangshi_rebels	jiang_zombie_reg	wh_main_vmp_inf_zombie	cth_zombiex	cth_zombiex
wh3_dlc21_vmp_jiangshi_rebels	wh_main_vmp_inf_zombie_summoned	wh_main_vmp_inf_zombie_summoned	cth_zombiex	cth_zombiex
	wh_main_vmp_inf_skeleton_warriors_0_jiang	wh_main_vmp_inf_skeleton_warriors	cth_skeleton1	cth_skeleton1
wh3_dlc21_vmp_jiangshi_rebels	wh_main_vmp_inf_skeleton_warriors_0_summoned	wh_main_vmp_inf_skeleton_warriors_0_summoned	cth_skeleton1	cth_skeleton1
	wh_main_vmp_inf_skeleton_warriors_1_jiang	wh_main_vmp_inf_skeleton_warriors	cth_skeleton_spearmen	cth_skeleton_spearmen
	wh_main_vmp_inf_grave_guard_0_jiang	wh_main_vmp_inf_grave_guard	cth_grave_guard	cth_grave_guard
wh3_dlc21_vmp_jiangshi_rebels	wh_main_vmp_inf_grave_guard_0_summoned	wh_main_vmp_inf_grave_guard_0_summoned	cth_grave_guard	cth_grave_guard
	wh_main_vmp_inf_grave_guard_1_jiang	wh_main_vmp_inf_grave_guard	cth_grave_guard_great_weapons	cth_grave_guard_great_weapons
wh3_dlc21_vmp_jiangshi_rebels	jiang_vmp_veh_corpse_cart_0	wh_dlc04_vmp_corpse_cart_corpse_master	wh_dlc04_vmp_necromancer_corpsemaster	wh_dlc04_vmp_corpse_cart
wh3_dlc21_vmp_jiangshi_rebels	jiang_vmp_veh_corpse_cart_1	wh_dlc04_vmp_corpse_cart_corpse_master	wh_dlc04_vmp_necromancer_corpsemaster	wh_dlc04_vmp_corpse_cart_balefire
wh3_dlc21_vmp_jiangshi_rebels	jiang_vmp_veh_corpse_cart_2	wh_dlc04_vmp_corpse_cart_corpse_master	wh_dlc04_vmp_necromancer_corpsemaster	wh_dlc04_vmp_corpse_cart_lodestone
