agent	faction	subtype	mod_disabled
#faction_agent_permitted_subtypes_tables;1;db/faction_agent_permitted_subtypes_tables/AAA_dynasty_of_the_damned			
general	wh2_dlc11_vmp_the_barrow_legion	jiang_xiu_necro	false
general	wh2_dlc16_vmp_lahmian_sisterhood	jiang_xiu_necro	false
general	wh2_main_vmp_necrarch_brotherhood	jiang_xiu_necro	false
general	wh2_main_vmp_strygos_empire	jiang_xiu_necro	false
general	wh2_main_vmp_the_silver_host	jiang_xiu_necro	false
general	wh3_dlc21_vmp_jiangshi_rebels	jiang_xiu_necro	false
general	wh3_main_ie_vmp_sires_of_mourkain	jiang_xiu_necro	false
general	wh3_main_vmp_caravan_of_blue_roses	jiang_xiu_necro	false
general	wh3_main_vmp_lahmian_sisterhood	jiang_xiu_necro	false
general	wh3_main_vmp_nagashizzar	jiang_xiu_necro	false
general	wh_main_vmp_mousillon	jiang_xiu_necro	false
general	wh_main_vmp_rival_sylvanian_vamps	jiang_xiu_necro	false
general	wh_main_vmp_schwartzhafen	jiang_xiu_necro	false
general	wh_main_vmp_vampire_counts_qb1	jiang_xiu_necro	false
general	wh_main_vmp_vampire_counts_qb2	jiang_xiu_necro	false
general	wh_main_vmp_vampire_counts_qb3	jiang_xiu_necro	false
general	wh_main_vmp_vampire_counts	jiang_xiu_necro	false
general	wh_main_vmp_vampire_rebels	jiang_xiu_necro	false
general	wh_main_vmp_waldenhof	jiang_xiu_necro	false
dignitary	wh3_dlc21_vmp_jiangshi_rebels	astroliche_theak_01	false
general	wh3_dlc21_vmp_jiangshi_rebels	jade_shugengan_01	false
champion	wh3_dlc21_vmp_jiangshi_rebels	dotd_wight_king	false
wizard	wh3_dlc21_vmp_jiangshi_rebels	dotd_vmp_necromancer	false
general	wh3_dlc21_vmp_jiangshi_rebels	dotd_master_necromancer	false
champion	wh3_dlc21_vmp_jiangshi_rebels	wh2_dlc11_cst_mourngul	false
general	wh3_dlc21_vmp_jiangshi_rebels	wh_main_vmp_master_necromancer	true
