effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/jiangshi_reborn+				
jiangshi_rebels_bundle	graveguard_defensive_stance	faction_to_force_own_unseen	1.0000	start_turn_completed
jiangshi_rebels_bundle	corpse_cart_elemental_wind	faction_to_force_own_unseen	1.0000	start_round_completed
jiangshi_rebels_bundle	zombie_upkeep	faction_to_force_own_unseen	-25.0000	start_turn_completed
jiangshi_rebels_bundle	graveguard_upkeep	faction_to_force_own_unseen	-5.0000	start_turn_completed
jiangshi_rebels_bundle	forest_chain_upkeep	faction_to_force_own_unseen	200.0000	start_turn_completed
jiangshi_rebels_bundle	zombie_reflect	faction_to_force_own_unseen	1.0000	start_turn_completed
stance_feast_on_locals	wh3_main_effect_force_army_campaign_attrition_all_immunity_camp_stance	army_to_army_own_unseen	1.0000	start_turn_completed
stance_feast_on_locals	wh_main_effect_force_army_campaign_enable_replenishment_in_foreign_territory_encamp_stance	army_to_army_own_unseen	75.0000	start_turn_completed
stance_feast_on_locals	wh_main_effect_force_all_campaign_replenishment_rate	force_to_force_own	10.0000	start_turn_completed
stance_feast_on_locals	wh_main_effect_force_stat_leadership	army_to_army_own_unseen	4.0000	start_turn_completed
stance_graverobbing	wh_main_effect_force_army_campaign_ambush_defence_success_chance	army_to_army_own_unseen	-30.0000	start_turn_completed
stance_graverobbing	wh_main_effect_character_mod_ancillary_drop	army_to_army_own_unseen	15.0000	start_turn_completed
stance_graverobbing	wh3_main_effect_character_experience_per_turn_hidden	force_to_general_own	150.0000	start_turn_completed
stance_graverobbing	wh3_main_effect_force_army_campaign_attrition_all_immunity_camp_stance	army_to_army_own_unseen	1.0000	start_turn_completed
stance_graverobbing	wh_main_effect_economy_gdp_mod_all	force_to_region_own_raiding	-75.0000	start_turn_completed
stance_graverobbing	wh_main_effect_force_all_campaign_stance_ap_cost	army_to_army_own_unseen	25.0000	start_turn_completed
stance_feast_on_locals	wh_main_effect_force_army_campaign_stance_growth_all_dummy	force_to_force_own	-20.0000	start_turn_completed
stance_feast_on_locals	wh_main_effect_force_all_campaign_stance_ap_cost	army_to_army_own_unseen	50.0000	start_turn_completed
stance_feast_on_locals	effect_summon_jiang_zombies	army_to_army_own_unseen	2.0000	start_turn_completed
stance_graverobbing	wh_main_effect_force_all_campaign_loot_income	army_to_army_own_unseen	15.0000	start_turn_completed
