ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/astroliche_+	
wh3_main_unit_passive_single_entity	astroliche_theak_01
wh_main_unit_passive_unstable	astroliche_theak_01
wh_main_unit_passive_unstable_mark_ii	astroliche_theak_01
wh3_main_unit_passive_single_entity	astroliche_theak_02
wh_main_unit_passive_unstable	astroliche_theak_02
wh_main_unit_passive_unstable_mark_ii	astroliche_theak_02
wh3_main_unit_passive_single_entity	astroliche_theak_03
wh_main_unit_passive_unstable	astroliche_theak_03
wh_main_unit_passive_unstable_mark_ii	astroliche_theak_03
wh3_main_unit_passive_single_entity	astroliche_theak_04
wh_main_unit_passive_unstable	astroliche_theak_04
wh_main_unit_passive_unstable_mark_ii	astroliche_theak_04
necro_coil_zap	astroliche_theak_04
aura_lost_souls	astroliche_theak_04
wh3_main_unit_passive_single_entity	jade_blooded_shugengan_01
wh_main_character_abilities_arcane_conduit	jade_blooded_shugengan_01
wh_main_unit_passive_unstable	jade_blooded_shugengan_01
wh_main_unit_passive_unstable_mark_ii	jade_blooded_shugengan_01
wh3_main_unit_passive_single_entity	jade_blooded_shugengan_02
wh_main_character_abilities_arcane_conduit	jade_blooded_shugengan_02
wh_main_unit_passive_unstable	jade_blooded_shugengan_02
wh_main_unit_passive_unstable_mark_ii	jade_blooded_shugengan_02
wh3_main_unit_passive_single_entity	jade_blooded_shugengan_03
wh_main_character_abilities_arcane_conduit	jade_blooded_shugengan_03
wh_main_unit_passive_unstable	jade_blooded_shugengan_03
wh_main_unit_passive_unstable_mark_ii	jade_blooded_shugengan_03
wh_main_unit_passive_unstable	jiang_wightkin
wh_main_unit_passive_unstable	jiang_wiltings
wh_main_unit_passive_unstable_mark_ii	jiang_wightkin
wh_main_unit_passive_unstable_mark_ii	jiang_wiltings
wh_main_hero_passive_swarm_of_flies	jiang_wightkin
wh_main_hero_passive_swarm_of_flies	jiang_wiltings
wh3_main_unit_passive_battle_harmony_yin	bm_theak_moloch_monks
wh3_main_lord_abilities_inspired_assault_i	bm_theak_moloch_monks
