ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/jiangshi_reborn+	
wh_main_unit_passive_unstable	jiang_damned_cannon
wh_main_unit_passive_unstable	jiang_grave_guard_crossbow
wh_main_unit_passive_unstable	jiang_grave_guard_halberd
wh_main_unit_passive_unstable	jiang_shadow_lantern
wh_main_unit_passive_unstable	jiang_zombie_longspear
wh_main_unit_passive_unstable_mark_ii	jiang_damned_cannon
wh_main_unit_passive_unstable_mark_ii	jiang_grave_guard_crossbow
wh_main_unit_passive_unstable_mark_ii	jiang_grave_guard_halberd
wh_main_unit_passive_unstable_mark_ii	jiang_shadow_lantern
wh_main_unit_passive_unstable_mark_ii	jiang_zombie_longspear
wh3_main_unit_passive_single_entity	jiang_shadow_lantern
theak_thick_shadows	jiang_shadow_lantern
bound_choaking_miasma	jiang_shadow_lantern
bound_shadow_pendulum	jiang_shadow_lantern
wh3_main_unit_passive_single_entity	jiang_vmp_veh_corpse_cart_0
wh_dlc04_unit_passive_vigour_mortis	jiang_vmp_veh_corpse_cart_0
wh_main_unit_passive_regeneration	jiang_vmp_veh_corpse_cart_0
wh_main_unit_passive_unstable	jiang_vmp_veh_corpse_cart_0
wh_main_unit_passive_unstable_mark_ii	jiang_vmp_veh_corpse_cart_0
wh3_main_unit_passive_single_entity	jiang_vmp_veh_corpse_cart_1
wh_dlc04_unit_passive_balefire	jiang_vmp_veh_corpse_cart_1
wh_dlc04_unit_passive_vigour_mortis	jiang_vmp_veh_corpse_cart_1
wh_main_unit_passive_regeneration	jiang_vmp_veh_corpse_cart_1
wh_main_unit_passive_unstable	jiang_vmp_veh_corpse_cart_1
wh_main_unit_passive_unstable_mark_ii	jiang_vmp_veh_corpse_cart_1
wh3_main_unit_passive_single_entity	jiang_vmp_veh_corpse_cart_2
wh_dlc04_unit_passive_unholy_lodestone	jiang_vmp_veh_corpse_cart_2
wh_dlc04_unit_passive_vigour_mortis	jiang_vmp_veh_corpse_cart_2
wh_main_unit_passive_regeneration	jiang_vmp_veh_corpse_cart_2
wh_main_unit_passive_unstable	jiang_vmp_veh_corpse_cart_2
wh_main_unit_passive_unstable_mark_ii	jiang_vmp_veh_corpse_cart_2
wh2_dlc10_unit_abilities_frost_wyrm_breath	yuwei_zombie_dragon
wh3_main_unit_passive_single_entity	yuwei_zombie_dragon
wh2_main_character_passive_grand_arcane_conduit	yuwei_zombie_dragon
wh2_dlc16_spell_bound_vampires_lesser_raise_dead	yuwei_zombie_dragon
wh_main_character_abilities_magical_animus	yuwei_zombie_dragon
wh_main_character_passive_master_of_the_dead	yuwei_zombie_dragon
wh_main_unit_passive_unstable	yuwei_zombie_dragon
wh_main_unit_passive_unstable_mark_ii	yuwei_zombie_dragon
wh_dlc04_unit_passive_chilling_aura	yuwei_zombie_dragon
wh_main_unit_passive_unstable	jiang_zombie_reg
wh_main_unit_passive_unstable_mark_ii	jiang_zombie_reg
wh3_main_unit_passive_single_entity	jiang_dracolith
necromantic_breath	jiang_dracolith
wh_main_unit_passive_unstable	jiang_dracolith
wh_main_unit_passive_unstable_mark_ii	jiang_dracolith
wh_pro04_unit_passive_guardian	jiang_dracolith
wh_main_unit_passive_unstable	jiang_grave_guard_crossbow_balefireshaft
wh_main_unit_passive_unstable_mark_ii	jiang_grave_guard_crossbow_balefireshaft
wh_main_unit_passive_unstable	jiang_zombie_archer_putridshaft
wh_main_unit_passive_unstable_mark_ii	jiang_zombie_archer_putridshaft
wh_main_unit_passive_unstable	jiang_zombie_archer
wh_main_unit_passive_unstable_mark_ii	jiang_zombie_archer
wh_main_unit_passive_unstable	jiang_necro_mortar
wh_main_unit_passive_unstable_mark_ii	jiang_necro_mortar
wh_main_unit_passive_unstable	jiang_copsewight
wh_main_unit_passive_unstable_mark_ii	jiang_copsewight
wh3_main_unit_passive_single_entity	jiang_copsewight
wh_main_hero_passive_swarm_of_flies	jiang_copsewight
bloody_confluence	jiang_copsewight
wh_main_unit_passive_unstable	jiang_shuimu
wh_main_unit_passive_unstable_mark_ii	jiang_shuimu
wh_main_unit_passive_regeneration	jiang_dracolith
bm_theak_item_passive_the_forbidden_tome	yuwei_feng_0
wh3_main_unit_passive_single_entity	yuwei_feng_0
wh2_main_character_passive_grand_arcane_conduit	yuwei_feng_0
wh2_dlc16_spell_bound_vampires_lesser_raise_dead	yuwei_feng_0
wh_main_character_abilities_magical_animus	yuwei_feng_0
wh_main_character_passive_master_of_the_dead	yuwei_feng_0
wh_main_unit_passive_unstable	yuwei_feng_0
bm_theak_item_passive_the_forbidden_tome	yuwei_feng_4
wh3_main_unit_passive_single_entity	yuwei_feng_4
wh2_main_character_passive_grand_arcane_conduit	yuwei_feng_4
wh2_dlc16_spell_bound_vampires_lesser_raise_dead	yuwei_feng_4
wh_main_character_abilities_magical_animus	yuwei_feng_4
wh_main_character_passive_master_of_the_dead	yuwei_feng_4
wh_main_unit_passive_unstable	yuwei_feng_4
wh3_main_unit_passive_single_entity	yuwei_feng_5
bm_theak_item_passive_the_forbidden_tome	yuwei_feng_5
wh2_main_character_passive_grand_arcane_conduit	yuwei_feng_5
wh2_dlc16_spell_bound_vampires_lesser_raise_dead	yuwei_feng_5
wh_main_character_abilities_magical_animus	yuwei_feng_5
wh_main_character_passive_master_of_the_dead	yuwei_feng_5
wh_main_unit_passive_unstable	yuwei_feng_5
wh_main_unit_passive_unstable	jiang_longma_undead
wh_main_unit_passive_unstable_mark_ii	jiang_longma_undead
wh3_main_unit_passive_nexus_of_the_elemental_winds	jiang_shadow_lantern
wh_main_unit_passive_unstable	wh_main_vmp_inf_grave_guard_0_jiang
wh_main_unit_passive_unstable	wh_main_vmp_inf_grave_guard_1_jiang
wh_main_unit_passive_unstable	wh_main_vmp_inf_skeleton_warriors_0_jiang
wh_main_unit_passive_unstable	wh_main_vmp_inf_skeleton_warriors_1_jiang
wh_main_unit_passive_unstable_mark_ii	wh_main_vmp_inf_grave_guard_0_jiang
wh_main_unit_passive_unstable_mark_ii	wh_main_vmp_inf_grave_guard_1_jiang
wh_main_unit_passive_unstable_mark_ii	wh_main_vmp_inf_skeleton_warriors_0_jiang
