key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/jade_shugengan+									
jade_shugengan_lord_mentor		wh3_main_skill_all_mentor_lord		0	11		0	0	true
jade_shugengan_lord_battle_01		wh_main_skill_vmp_lord_battle_aura_of_supremacy		4	0		0	0	true
jade_shugengan_lord_battle_02		wh2_dlc11_skill_vmp_bloodline_all_battle_the_unliving_host		4	1		0	0	true
jade_shugengan_lord_battle_03		jiangshi_spells_of_protection		4	2		0	0	true
jade_shugengan_lord_battle_04		wh2_dlc11_skill_vmp_bloodline_all_battle_evil_souls		4	3		0	0	true
jade_shugengan_lord_battle_05		jiangshi_malevolant_munitions		4	4		0	0	true
jade_shugengan_lord_battle_06		wh2_dlc11_skill_vmp_bloodline_all_battle_waking_dead		4	5		0	0	true
jade_shugengan_lord_battle_07		wh2_dlc11_skill_vmp_bloodline_all_battle_carriages_of_death		4	6		0	0	true
jade_shugengan_lord_battle_08		wh_main_skill_vmp_lord_battle_magical_animus		4	7		0	6	true
jade_shugengan_lord_battle_09		wh2_dlc11_skill_vmp_bloodline_all_battle_legions_of_dead		4	8		0	0	true
jade_shugengan_lord_battle_10		wh2_dlc11_skill_vmp_bloodline_all_battle_dread_knights		4	9		0	0	true
jade_shugengan_lord_battle_11		wh2_dlc11_skill_vmp_bloodline_all_battle_deadly_power		4	10		0	0	true
jade_shugengan_lord_battle_12		jiangshi_soul_wood_creations_rank7		4	11		0	0	true
jade_shugengan_lord_battle_13		wh_main_skill_vmp_lord_battle_undeath_resurgent		4	12		0	1	true
jade_shugengan_lord_campaign_01		wh_main_skill_vmp_lord_campaign_the_restless_dead		5	0		0	0	true
jade_shugengan_lord_campaign_02		wh_main_skill_vmp_lord_campaign_undying_horde		5	1		0	0	true
jade_shugengan_lord_campaign_03		wh_main_skill_vmp_lord_campaign_children_of_the_night		5	2		0	0	true
jade_shugengan_lord_campaign_04		wh_main_skill_vmp_lord_campaign_darkling_skies		5	3		0	0	true
jade_shugengan_lord_campaign_05		wh_main_skill_vmp_lord_campaign_ancient_cunning		5	4		0	0	true
jade_shugengan_lord_campaign_06		wh_main_skill_vmp_lord_campaign_immortal_horror		5	5		0	4	true
jade_shugengan_lord_campaign_07		wh_main_skill_all_lord_campaign_lightning_strike		5	6		0	0	true
jade_shugengan_lord_campaign_08		wh_main_skill_vmp_lord_campaign_guile_and_glamour		5	7		0	0	true
jade_shugengan_lord_campaign_09		wh_main_skill_vmp_lord_campaign_necrarch		5	8		0	0	true
jade_shugengan_lord_campaign_10		wh_main_skill_vmp_lord_campaign_eternal_warden		5	9		0	0	true
jade_shugengan_lord_campaign_11		wh_main_skill_vmp_lord_campaign_uncanny_prescience		5	10		0	4	true
jade_shugengan_lord_immortality		wh2_main_skill_all_immortality_lord		0	10		1	0	true
jade_shugengan_lord_innate_01		wh2_main_skill_innate_vmp_dark_majesty		6	0		0	0	false
jade_shugengan_lord_innate_02		wh2_main_skill_innate_vmp_devious		6	1		0	0	false
jade_shugengan_lord_innate_03		wh2_main_skill_innate_vmp_dread_incarnate		6	2		0	0	false
jade_shugengan_lord_innate_04		wh2_main_skill_innate_vmp_lore_keeper		6	3		0	0	false
jade_shugengan_lord_innate_05		wh2_main_skill_innate_vmp_master_of_the_black_arts		6	4		0	0	false
jade_shugengan_lord_innate_06		wh2_main_skill_innate_all_cunning		6	5		0	0	false
jade_shugengan_lord_innate_07		wh2_main_skill_innate_all_fleet_footed		6	6		0	0	false
jade_shugengan_lord_innate_08		wh2_main_skill_innate_all_confident		6	7		0	0	false
jade_shugengan_lord_innate_09		wh2_main_skill_innate_all_disciplined		6	8		0	0	false
jade_shugengan_lord_innate_10		wh2_main_skill_innate_all_perceptive		6	9		0	0	false
jade_shugengan_lord_innate_11		wh2_main_skill_innate_def_malevolent		6	10		0	0	false
jade_shugengan_lord_innate_12		wh2_main_skill_innate_all_tough		6	11		0	0	false
jade_shugengan_lord_innate_13		wh2_main_skill_innate_all_knowledgeable		6	12		0	0	false
jade_shugengan_lord_innate_14		wh2_main_skill_innate_def_spiteful		6	13		0	0	false
jade_shugengan_lord_innate_15		wh2_main_skill_innate_all_weapon_master		6	14		0	0	false
