unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/jiang_groupings+																																												
wh_main_vmp_cav_black_knights_0_jiang		-1	melee_cavalry	1	false	wh_main_vmp_cav_black_knights_0_jiang	60	0	1000	wh_main_shp_transport	1	1	60	750	188	heavy		0	true	wh_main_vo_culture_Skeleton	cavalry	2	false	emp_reiksguard		false		750.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
wh_main_vmp_cav_black_knights_3_jiang		-1	melee_cavalry	2	false	wh_main_vmp_cav_black_knights_3_jiang	60	0	1100	wh_main_shp_transport	1	1	60	1050	263	heavy		0	true	wh_main_vo_culture_Skeleton	shock_cavalry	3	false	emp_reiksguard		false		1100.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
wh_main_vmp_cav_hexwraiths_jiang		-1	melee_cavalry	2	false	wh_main_vmp_cav_hexwraiths	60	0	1400	wh_main_shp_transport	1	1	60	1400	350	heavy		0	true	wh_main_vo_culture_Wraith	vmp_cavalry_scythe	3	false	vamp_hex_wraith		false		1400.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
wh_main_vmp_inf_cairn_wraiths_jiang		-1	melee_infantry	1	false	wh_main_vmp_inf_cairn_wraiths	60	0	850	wh_main_shp_transport	1	1	60	850	213	heavy		0	true	wh_main_vo_culture_Wraith	vmp_infantry_scythe	2	false	vamp_cairn_wraith		false		850.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
wh_main_vmp_inf_crypt_ghouls_jiang		-1	melee_infantry	1	false	wh_main_vmp_inf_crypt_ghouls	120	0	600	wh_main_shp_transport	1	1	120	500	125	heavy		0	true	wh_main_vo_culture_Crypt_Ghoul	vmp_crypt_ghouls	1	false	vamp_ghoul		false		500.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
wh_main_vmp_inf_grave_guard_0_jiang		-1	melee_infantry	1	false	wh_main_vmp_inf_grave_guard_0_jiang	120	0	850	wh_main_shp_transport	1	1	120	850	213	heavy		0	true	wh_main_vo_culture_Skeleton	infantry_sword	2	false	vamp_grave_guard		false		850.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
wh_main_vmp_inf_grave_guard_1_jiang		-1	melee_infantry	1	false	wh_main_vmp_inf_grave_guard_1_jiang	120	0	950	wh_main_shp_transport	1	1	120	950	238	heavy		0	true	wh_main_vo_culture_Skeleton	infantry_sword_great	2	false	vamp_grave_guard		false		950.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
wh_main_vmp_inf_skeleton_warriors_0_jiang		-1	melee_infantry	1	false	wh_main_vmp_inf_skeleton_warriors_0_jiang	160	0	300	wh_main_shp_transport	1	1	160	300	75	heavy		0	true	wh_main_vo_culture_Skeleton	infantry_sword	1	false	vamp_skeleton		false		300.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
wh_main_vmp_inf_skeleton_warriors_1_jiang		-1	melee_infantry	1	false	wh_main_vmp_inf_skeleton_warriors_1_jiang	160	0	350	wh_main_shp_transport	1	1	160	350	88	heavy		0	true	wh_main_vo_culture_Skeleton	infantry_spear	1	false	vamp_skeleton		false		350.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
