unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/dotd_new_vanilla_agents																																												
jiangshi_cha_master_necromancer_0		-1	lord	1	false	jiangshi_cha_master_necromancer_0	1	0	350	wh_main_shp_transport	1	1	1	900	175	heavy		0	false	wh_main_vo_culture_Vampire	lord_wizard_vampires	0	true	vamp_lord		true		350.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Vampire_MasterNecromancer	0	true	false	0	false	false		0.0000	true	1	false
jiangshi_cha_master_necromancer_1		-1	lord	1	false	jiangshi_cha_master_necromancer_1	1	0	450	wh_main_shp_transport	1	1	1	900	175	heavy		0	false	wh_main_vo_culture_Vampire	lord_wizard_vampires	0	true	vamp_lord	jiang_cam_mnt_vmp_corpse_cart	true		450.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Vampire_MasterNecromancer	0	true	false	0	false	false		0.0000	true	1	false
jiangshi_cha_master_necromancer_2		-1	lord	1	false	jiangshi_cha_master_necromancer_2	1	0	650	wh_main_shp_transport	1	1	1	990	190	heavy		0	false	wh_main_vo_culture_Vampire	lord_wizard_vampires	0	true	vamp_lord	jiang_cam_mnt_vmp_corpse_cart_balefire	true		550.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Vampire_MasterNecromancer	0	true	false	0	false	false		0.0000	true	1	false
jiangshi_cha_master_necromancer_3		-1	lord	1	false	jiangshi_cha_master_necromancer_3	1	0	650	wh_main_shp_transport	1	1	1	1080	210	heavy		0	false	wh_main_vo_culture_Vampire	lord_wizard_vampires	0	true	vamp_lord	jiang_cam_mnt_vmp_corpse_cart_lodestone	true		650.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Vampire_MasterNecromancer	0	true	false	0	false	false		0.0000	true	1	false
jiangshi_cha_master_necromancer_4		-1	lord	1	false	jiangshi_cha_master_necromancer_4	1	0	750	wh_main_shp_transport	1	1	1	1215	210	heavy		0	false	wh_main_vo_culture_Vampire	lord_wizard_vampires	0	true	vamp_lord	wh_main_cam_mnt_vmp_hellsteed	true		750.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Vampire_MasterNecromancer	0	true	false	0	false	false		0.0000	true	1	false
jiangshi_cha_master_necromancer_5		-1	lord	1	false	jiangshi_cha_master_necromancer_5	1	0	600	wh_main_shp_transport	1	1	1	990	190	heavy		0	false	wh_main_vo_culture_Vampire	lord_wizard_vampires	0	true	vamp_lord	wh_main_cam_mnt_vmp_barded_nightmare	true		600.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Vampire_MasterNecromancer	0	true	false	0	false	false		0.0000	true	1	false
jiangshi_cha_necromancer_0		-1	hero	1	false	jiangshi_cha_necromancer_0	1	0	300	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh_main_vo_culture_Vampire	wizard_vampires	0	true	vamp_lord		true		200.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Vampire_Necromancer	0	true	false	2	false	false		0.0000	true	1	false
jiangshi_cha_necromancer_1		-1	hero	1	false	jiangshi_cha_necromancer_1	1	0	500	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh_main_vo_culture_Vampire	wizard_vampires	0	true	vamp_lord	jiang_cam_mnt_vmp_corpse_cart	true		400.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Vampire_Necromancer	0	true	false	2	false	false		0.0000	true	1	false
jiangshi_cha_necromancer_2		-1	hero	1	false	jiangshi_cha_necromancer_2	1	0	700	wh_main_shp_transport	1	1	1	1000	275	heavy		0	false	wh_main_vo_culture_Vampire	wizard_vampires	0	true	vamp_lord	jiang_cam_mnt_vmp_corpse_cart_balefire	true		500.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Vampire_Necromancer	0	true	false	2	false	false		0.0000	true	1	false
jiangshi_cha_necromancer_3		-1	hero	1	false	jiangshi_cha_necromancer_3	1	0	700	wh_main_shp_transport	1	1	1	1000	300	heavy		0	false	wh_main_vo_culture_Vampire	wizard_vampires	0	true	vamp_lord	jiang_cam_mnt_vmp_corpse_cart_lodestone	true		600.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Vampire_Necromancer	0	true	false	2	false	false		0.0000	true	1	false
jiangshi_cha_necromancer_5		-1	hero	1	false	jiangshi_cha_necromancer_5	1	0	500	wh_main_shp_transport	1	1	1	1100	275	heavy		0	false	wh_main_vo_culture_Vampire	wizard_vampires_cavalry	0	true	vamp_lord	wh_main_cam_mnt_vmp_nightmare	true		400.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Vampire_Necromancer	0	true	false	2	false	false		0.0000	true	1	false
jiangshi_cha_wight_king_0		-1	hero	1	false	jiangshi_cha_wight_king_0	1	0	600	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh_main_vo_culture_Vampire	vmp_wight_king	0	true	vamp_lord		true		500.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Vampire_WightKing	0	true	false	2	false	false		0.0000	true	1	false
jiangshi_cha_wight_king_1		-1	hero	1	false	jiangshi_cha_wight_king_1	1	0	700	wh_main_shp_transport	1	1	1	1100	275	heavy		0	false	wh_main_vo_culture_Vampire	vmp_wight_king_cavalry	0	true	vamp_lord	wh_main_cam_mnt_vmp_skeletal_steed	true		700.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Vampire_WightKing	0	true	false	2	false	false		0.0000	true	1	false
jiangshi_cha_wight_king_2		-1	hero	1	false	jiangshi_cha_wight_king_2	1	0	850	wh_main_shp_transport	1	1	1	1200	300	heavy		0	false	wh_main_vo_culture_Vampire	vmp_wight_king_cavalry	0	true	vamp_lord	wh_main_cam_mnt_vmp_barded_skeletal_steed	true		750.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Vampire_WightKing	0	true	false	2	false	false		0.0000	true	1	false
