key	building	unit	XP	conditions	faction	enabled
#building_units_allowed_tables;4;db/building_units_allowed_tables/jiangshi_reborn+						
4344362	jiangshi_burial_recruit_1	jiang_zombie_longspear	0	0		false
4344363	jiangshi_burial_recruit_2	jiang_zombie_longspear	0	0		false
4344364	jiangshi_burial_recruit_2	jiang_grave_guard_crossbow	0	0		false
4344365	jiangshi_burial_recruit_2	jiang_grave_guard_halberd	0	0		false
4344366	jiangshi_burial_recruit_3	jiang_zombie_longspear	0	0		false
4344367	jiangshi_burial_recruit_3	jiang_grave_guard_crossbow	0	0		false
4344368	jiangshi_burial_recruit_3	jiang_grave_guard_halberd	0	0		false
4344369	jiangshi_conclave_2	jiang_shadow_lantern	0	0		false
4344370	wh_main_vmp_cemetary_3	wh_main_vmp_inf_grave_guard_0	0	0	wh3_dlc21_vmp_jiangshi_rebels	false
4344371	wh_main_vmp_cemetary_3	wh_main_vmp_inf_skeleton_warriors_1	0	0	wh3_dlc21_vmp_jiangshi_rebels	false
4344372	wh_main_vmp_cemetary_3	wh_main_vmp_inf_grave_guard_1	0	0	wh3_dlc21_vmp_jiangshi_rebels	false
4344373	wh_main_vmp_cemetary_2	wh_main_vmp_inf_skeleton_warriors_1	0	0	wh3_dlc21_vmp_jiangshi_rebels	false
4344374	jiangshi_burial_recruit_1	wh_main_vmp_inf_skeleton_warriors_1_jiang	0	0		false
4344375	jiangshi_burial_recruit_2	wh_main_vmp_inf_skeleton_warriors_1_jiang	0	0		false
4344376	jiangshi_burial_recruit_2	wh_main_vmp_inf_grave_guard_0_jiang	0	0		false
4344377	jiangshi_burial_recruit_2	wh_main_vmp_inf_grave_guard_1_jiang	0	0		false
4344378	jiangshi_burial_recruit_3	wh_main_vmp_inf_skeleton_warriors_1_jiang	0	0		false
4344379	jiangshi_burial_recruit_3	wh_main_vmp_inf_grave_guard_0_jiang	0	0		false
4344380	jiangshi_burial_recruit_3	wh_main_vmp_inf_grave_guard_1_jiang	0	0		false
4344381	wh2_main_vmp_wraiths_1	wh2_dlc11_cst_mon_mournguls_0	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344382	wh2_main_vmp_wraiths_2	wh2_dlc11_cst_mon_mournguls_0	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344383	wh2_main_vmp_wraiths_1	wh2_dlc11_cst_inf_syreens	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344384	wh2_main_vmp_wraiths_2	wh2_dlc11_cst_inf_syreens	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344385	wh_main_special_settlement_castle_drakenhof_4_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344386	wh_main_vmp_settlement_minor_2	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344387	wh_main_vmp_settlement_major_4	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344388	wh_main_vmp_settlement_major_1	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344389	wh_main_vmp_settlement_minor_1	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344390	wh_main_special_settlement_altdorf_1_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344391	wh_main_special_settlement_castle_drakenhof_2_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344392	wh_main_special_settlement_castle_drakenhof_3_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344393	wh_main_special_settlement_altdorf_2_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344394	wh_main_vmp_settlement_major_5	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344395	wh_main_special_settlement_couronne_3_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344396	wh_main_special_settlement_couronne_4_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344397	wh_main_vmp_settlement_major_3	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344398	wh_main_special_settlement_couronne_1_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344399	wh_main_special_settlement_altdorf_5_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344400	wh_main_special_settlement_couronne_2_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344401	wh_main_special_settlement_castle_drakenhof_5_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344402	wh_main_special_settlement_castle_drakenhof_1_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344403	wh_main_special_settlement_couronne_5_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344404	wh_main_special_settlement_altdorf_3_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344405	wh_main_vmp_settlement_major_2	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344406	wh_main_special_settlement_altdorf_4_vmp	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344407	wh_main_vmp_settlement_minor_3	jiang_zombie_reg	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344408	jiangshi_necromancers_2	jiang_dracolith	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344409	jiangshi_burial_recruit_1	jiang_zombie_archer	0	0		false
4344410	jiangshi_burial_recruit_2	jiang_zombie_archer	0	0		false
4344411	jiangshi_burial_recruit_3	jiang_zombie_archer	0	0		false
4344412	jiangshi_burial_recruit_1	jiang_zombie_archer_putridshaft	0	0		false
4344413	jiangshi_burial_recruit_2	jiang_zombie_archer_putridshaft	0	0		false
4344414	jiangshi_burial_recruit_3	jiang_zombie_archer_putridshaft	0	0		false
4344415	jiangshi_burial_recruit_2	jiang_grave_guard_crossbow_balefireshaft	0	0		false
4344416	jiangshi_burial_recruit_3	jiang_grave_guard_crossbow_balefireshaft	0	0		false
4344417	jiangshi_burial_recruit_3	jiang_longma_undead	0	0		false
4344418	jiangshi_necromancers_1	jiang_copsewight	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344419	jiangshi_necromancers_1	jiang_copsewight	0	0	wh3_dlc21_vmp_jiangshi_rebels	true
4344420	jiangshi_conclave_1	jiang_damned_cannon	0	0		false
4344421	jiangshi_conclave_2	jiang_damned_cannon	0	0		false
4344422	jiangshi_conclave_1	jiang_necro_mortar	0	0		false
