key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
#land_units_tables;50;db/land_units_tables/astroliche_+																																																						
astroliche_theak_03	10	wh2_main_chainmail_60	2100	war_beast	55	com	astroliche_lt	hu1e_wh3_cathay_hr1_longma_mage_lord_aquamarine	wh3_main_cth_hum_shugengan_yin_blood	34	38	57	4152	astro_dead_jade_longma_hero	1	jiang_astromancer_hellsteed		1	none	astroliche_ss	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	jiang_astro_2_att	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	10	0	0	10	0	flying_mage_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture		
astroliche_theak_02	10	wh2_main_plate_60	2100	war_beast	45	com	astroliche_lt	hu1e_hr1_warhorse_mage_lord_aquamarine	wh_main_infantry_standard_hero_blood_dismembers	32	36	57	3832	astro_dead_horse_hero	1	jiang_astromancer		1	none	astroliche_ss	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	jiang_astro_1_att	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	10	0	0	10	0	mage_flanker_highvalue	false	false	false	false	high	high	domination_characters		
astroliche_theak_01	10	wh2_main_leather_25	2100	inf_melee	12	com	astroliche_lt	hu1e_mage_lord_aquamarine	wh_main_infantry_standard_hero_blood_dismembers	32	36	57	3412		0	jiang_astromancer		1	none	astroliche_ss	wh_main_infantry	trained			true	40.0000	1500.0000	jiang_astro_0_att	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	10	0	0	10	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
astroliche_theak_04	10	wh2_main_leather_50	2100	war_beast	1	com	astroliche_lt	hu1e_mage_lord_aquamarine	wh_main_infantry_standard_hero_blood_dismembers	25	15	62	7000	astro_necrocoil	1	zzap_balloon		1	none	astroliche_ss	wh_main_monster	trained			true	40.0000	1500.0000	jiang_astro_3_att	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	large	60	0	0	10	0	0	10	0	flying_hybrid_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture		
wh_main_vmp_inf_grave_guard_0_jiang	10	wh2_main_plate_90	2100	inf_melee	8	inf_mel	wh_main_unit_long_text_vmp_grave_guard	hu1_tomb_sword_and_shield_green_eyes	wh_main_infantry_slow_dismembers	26	38	50	74		0	wh_main_vmp_wightblade_grave_guard		6	wh_missile_block_35_wood	wh_main_unit_short_text_vmp_grave_guards	wh_main_infantry	trained			true	40.0000	1500.0000	wh_main_vmp_inf_grave_guard_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
wh_main_vmp_inf_grave_guard_1_jiang	10	wh2_main_plate_90	2100	inf_melee	12	inf_mel	wh_main_unit_long_text_vmp_grave_guard	hu1_graveguard_2handed_sword_jade_eyes	wh_main_infantry_slow_dismembers	26	28	50	74		0	wh_main_vmp_wightblade_grave_guard_great		6	none	wh_main_unit_short_text_vmp_grave_guards	wh_main_infantry_2handed	trained			true	40.0000	1500.0000	wh_main_vmp_inf_grave_guard_1	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
wh_main_vmp_inf_skeleton_warriors_0_jiang	10	wh2_main_bone_20	2100	inf_melee	5	inf_mel	wh_main_unit_long_text_vmp_skeletons	hu1_skeleton_sword_and_shield_jade_eyes	wh_main_vmp_skeleton	18	20	39	53		0	wh_main_vmp_sword		8	wh_missile_block_30_wood	wh_main_unit_short_text_vmp_skeletons	wh_main_infantry	trained			true	40.0000	1500.0000	wh_main_vmp_inf_skeleton_warriors_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry_expendable		
wh_main_vmp_inf_skeleton_warriors_1_jiang	10	wh2_main_bone_20	2100	inf_melee	3	inf_mel	wh_main_unit_long_text_vmp_skeletons	hu1_skeleton_spear_and_shield_jade_eyes	wh_main_vmp_skeleton	14	28	39	53		0	wh_main_vmp_spear		8	wh_missile_block_30_wood	wh_main_unit_short_text_vmp_skeletons	wh_main_infantry	trained			true	40.0000	1500.0000	wh_main_vmp_inf_skeleton_warriors_1	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee_anti_large	false	true	false	false	medium	medium	domination_infantry_expendable		
jade_blooded_shugengan_01	10	wh2_main_leather_30	2100	inf_melee	30	com	jade_shugengan_lt	hu1e_mage_lord_aquamarine	wh3_main_cth_hum_shugengan_yin_blood	55	40	70	4360		0	wh3_main_cth_shugengan_lord		1	none	jade_shugengan_ss	wh_main_infantry	trained			false	40.0000	1500.0000	jiang_jade_shug_1_att	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters		
jade_blooded_shugengan_02	10	wh2_main_chainmail_60	2100	war_beast	50	com	jade_shugengan_lt	hu1e_hr1_warhorse_mage_lord_aquamarine	wh3_main_cth_hum_shugengan_yin_blood	55	40	70	4964	astro_dead_horse_hero	1	wh3_main_cth_shugengan_lord		1	none	jade_shugengan_ss	wh_main_monstrous_cavalry	trained			false	40.0000	1500.0000	jiang_jade_shug_2_att	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	mage_flanker_highvalue	false	false	false	false	high	high	domination_characters		
jade_blooded_shugengan_03	10	wh2_main_chainmail_60	2100	war_beast	70	com	jade_shugengan_lt	hu1e_wh3_cathay_hr1_longma_mage_lord_aquamarine	wh3_main_cth_hum_shugengan_yin_blood	55	40	70	5564	astro_dead_jade_longma_hero	1	wh3_main_cth_shugengan_lord_longma		1	none	jade_shugengan_ss	wh_main_monstrous_cavalry	trained			false	40.0000	1500.0000	jiang_jade_shug_3_att	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	flying_mage_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture		
jiang_wiltings	10	wh2_main_body_60	2100	inf_melee	12	inf_mel	jiang_wiltings_lt	hu20_dryads	wh2_dlc16_wef_inf_malicious_dryad	32	20	50	62		0	wh_dlc05_wef_dryads_claw		6	none	jiang_wiltings_ss	wh_dlc05_wef_infantry_dryad	trained			true	40.0000	1500.0000	wiltings_attribs	60	80	0	vo_sel_wood_elves_dryads	vo_sel_melee	vo_sel_culture	0.5000	elves_wef	0	0	-25	0	0	20	0	0	melee	false	true	false	false	high	high	domination_infantry		
jiang_wightkin	0	wh2_main_body_90	2100	inf_melee	6	inf_mel	jiang_wightkin_lt	hc2_treekin	wh2_dlc16_wef_monster_malicious_treekin	26	40	55	540		0	wh_dlc05_wef_treekin_claws		3	none	jiang_wightkin_ss	wh_main_monstrous_infantry	trained			true	40.0000	1500.0000	wightkin_attribs	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	0.5000	elves_wef_large	0	0	-25	0	0	20	15	0	melee_gatecrusher_shock	false	true	false	false	high	high	domination_monsters		
bm_theak_moloch_monks	10	wh2_main_leather_30	2100	inf_melee	50	inf_mel	wh3_main_unit_long_text_cth_cha_iron_dragon_0	hu1e_theak_monk	molochs_monks	58	60	90	450		0	bm_theak_moloch_monk_fists		2	none	wh3_main_unit_short_text_cth_cha_dragon_blooded_shugengan_lord_yang	wh_main_monstrous_cavalry	well_trained			true	40.0000	1500.0000	bm_theak_moloch_monk	60	80	10	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	20	15	0	melee_highvalue	false	true	false	false	medium	domination_infantry	domination_infantry	harmony_amplifier_150%	
