key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
#land_units_tables;50;db/land_units_tables/dotd_new_vanilla_agents																																																						
jiangshi_cha_master_necromancer_0	10	wh2_main_leather_15	2100	inf_melee	15	com	wh_main_unit_long_text_vmp_master_necromancer	hu1_empire_staff_and_sword	wh2_dlc16_infantry_standard_hero_blood_dismembers_low_kb_resist	30	38	66	3680		0	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_master_necromancer	wh_main_infantry	trained			true	40.0000	1500.0000	wh_main_vmp_cha_master_necromancer_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters		
jiangshi_cha_master_necromancer_1	10	wh2_main_leather_45	2100	war_machine	12	com	wh_main_unit_long_text_vmp_master_necromancer	hu1_empire_staff_and_sword	wh2_dlc16_infantry_standard_hero_blood_low_kb_resist	33	33	66	5652	wh_dlc04_vmp_mnt_zombie_corpse_cart	4	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_master_necromancer	wh_main_chariot	trained	wh_dlc04_vmp_corpse_cart	jiang_vmp_engine_corpse_cart	true	40.0000	1500.0000	wh_dlc04_vmp_cha_master_necromancer_1	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	1	0	15	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
jiangshi_cha_master_necromancer_2	10	wh2_main_leather_45	2100	war_machine	12	com	wh_main_unit_long_text_vmp_master_necromancer	hu1_empire_staff_and_sword	wh2_dlc16_infantry_standard_hero_blood_low_kb_resist	33	33	66	5652	wh_dlc04_vmp_mnt_zombie_corpse_cart	4	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_master_necromancer	wh_main_chariot	trained	wh_dlc04_vmp_corpse_cart	jiang_vmp_engine_corpse_cart_balefire	true	40.0000	1500.0000	wh_dlc04_vmp_cha_master_necromancer_2	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	1	0	15	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
jiangshi_cha_master_necromancer_3	10	wh2_main_leather_45	2100	war_machine	12	com	wh_main_unit_long_text_vmp_master_necromancer	hu1_empire_staff_and_sword	wh2_dlc16_infantry_standard_hero_blood_low_kb_resist	33	33	66	5652	wh_dlc04_vmp_mnt_zombie_corpse_cart	4	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_master_necromancer	wh_main_chariot	trained	wh_dlc04_vmp_corpse_cart	jiang_vmp_engine_corpse_cart_lodestone	true	40.0000	1500.0000	wh_dlc04_vmp_cha_master_necromancer_3	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	1	0	15	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
jiangshi_cha_master_necromancer_4	10	wh2_main_leather_15	2100	cavalry	35	com	wh_main_unit_long_text_vmp_master_necromancer	hu1_empire_hr1_pegasus_staff_and_sword	wh2_dlc16_infantry_standard_hero_blood_dismembers_low_kb_resist	30	38	66	4152	wh_main_vmp_mnt_hellsteed	1	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_master_necromancer	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh_main_vmp_cha_master_necromancer_4	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	flying_mage_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture		
jiangshi_cha_master_necromancer_5	10	wh2_main_leather_45	2100	cavalry	35	com	wh_main_unit_long_text_vmp_master_necromancer	hu1_empire_hr1_warhorse_staff_and_sword	wh2_dlc16_infantry_standard_hero_blood_dismembers_low_kb_resist	30	38	66	4152	wh_main_vmp_mnt_barded_nightmare_hero	1	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_master_necromancer	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh_main_vmp_cha_master_necromancer_5	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
jiangshi_cha_necromancer_0	10	wh2_main_leather_15	2100	inf_melee	15	com	wh_main_unit_long_text_vmp_necromancer	hu1_empire_staff_and_sword	wh2_dlc16_infantry_standard_hero_blood_dismembers_low_kb_resist	25	30	55	3412		0	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_necromancer	wh_main_infantry	trained			true	40.0000	1500.0000	wh_main_vmp_cha_necromancer_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters		
jiangshi_cha_necromancer_1	10	wh2_main_leather_45	2100	war_machine	12	com	wh_main_unit_long_text_vmp_necromancer	hu1_empire_staff_and_sword	wh2_dlc16_infantry_standard_hero_blood_low_kb_resist	33	33	55	5652	wh_dlc04_vmp_mnt_zombie_corpse_cart	4	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_necromancer	wh_main_chariot	trained	wh_dlc04_vmp_corpse_cart	jiang_vmp_engine_corpse_cart	true	40.0000	1500.0000	wh_dlc04_vmp_cha_necromancer_1	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	1	0	15	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
jiangshi_cha_necromancer_2	10	wh2_main_leather_45	2100	war_machine	12	com	wh_main_unit_long_text_vmp_necromancer	hu1_empire_staff_and_sword	wh2_dlc16_infantry_standard_hero_blood_low_kb_resist	33	33	55	5652	wh_dlc04_vmp_mnt_zombie_corpse_cart	4	wh_main_vmp_staff_hero		1	none	wh_main_unit_short_text_vmp_necromancer	wh_main_chariot	trained	wh_dlc04_vmp_corpse_cart	jiang_vmp_engine_corpse_cart_balefire	true	40.0000	1500.0000	wh_dlc04_vmp_cha_necromancer_2	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	1	0	15	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
