key	man_animations_table	variant	battle_entity	battle_entity_stats	autonomous_rider_hero	autonomous_rider_can_shoot_in_melee	can_only_be_used_by_draught
#battle_personalities_tables;12;db/battle_personalities_tables/jiangshi_reborn+							
jiang_shadow_lanter_pilot	hu1e_skyjunk01_crew_pilot	cth_skeleton_pilot	wh_main_infantry_rider_blood		true	false	false
jiang_shadow_lanter_archer_1	zombie_archers_jade_eyes	cth_zombie_bow	wh_main_infantry_zombie_blood_dismembers	zombie_shaft_corpse_alt	false	true	false
jiang_shadow_lanter_archer_2	zombie_archers_jade_eyes	cth_zombie_bow	wh_main_infantry_zombie_blood_dismembers	zombie_shaft_corpse_alt	false	true	false
jiang_shadow_lanter_archer_3	zombie_archers_jade_eyes	cth_zombie_bow	wh_main_infantry_zombie_blood_dismembers	zombie_shaft_corpse_alt	false	true	false
jiang_shadow_lanter_archer_4	zombie_archers_jade_eyes	cth_zombie_bow	wh_main_infantry_zombie_blood_dismembers	zombie_shaft_corpse_alt	false	true	false
yuwei_jaugrel_lord	hu1_vampire_counts_dr1_zombie_dragon_wb_sword_and_shield	yuwei_feng_0	wh_main_infantry_standard_blood_dismembers		true	true	false
astro_necrocoil	hu1e_skyjunk01_crew_pilot	astroliche_theak_01	wh_main_infantry_rider_blood		true	true	false
astro_necrocoil_archer_1	hu1e_crossbow_sword_and_shield_jade_eyes	jiang_grave_guard_crossbow	wh_main_infantry_slow_dismembers	balefire_shaft_alt	false	true	false
astro_necrocoil_archer_2	hu1e_crossbow_sword_and_shield_jade_eyes	jiang_grave_guard_crossbow	wh_main_infantry_slow_dismembers	balefire_shaft_alt	false	true	false
astro_necrocoil_archer_3	hu1e_crossbow_sword_and_shield_jade_eyes	jiang_grave_guard_crossbow	wh_main_infantry_slow_dismembers	balefire_shaft_alt	false	true	false
astro_necrocoil_archer_4	hu1e_crossbow_sword_and_shield_jade_eyes	jiang_grave_guard_crossbow	wh_main_infantry_slow_dismembers	balefire_shaft_alt	false	true	false
undead_longma	hu1e_wh3_cathay_hr1_longma_halberd_and_shield_jade_eyes	jiang_longma_undead	undead_longma_rider_standard_blood		false	false	false
astro_warhorse	hu1e_hr1_warhorse_mage_hero	astroliche_theak_01	wh_main_infantry_rider_blood		true	true	false
astro_longma	hu1e_wh3_cathay_hr1_longma_mage_lord	astroliche_theak_01	wh3_main_cth_rider_shugengan_yang_blood		true	true	false
jade_hellsteed	hu1e_wh3_cathay_hr1_longma_mage_lord	jade_shugengan_01	wh3_main_cth_rider_shugengan_yang_blood		true	true	false
jade_skeletal_barded	hu1e_hr1_warhorse_mage_hero	jade_shugengan_01	wh_main_infantry_rider_blood		true	true	false
