building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/jiangshi_reborn+						
wh2_main_vmp_wraiths_2	wh2_dlc11_effect_agent_enable_recruitment_champion_cst	IsFactionJiangshi	province_to_province_own_unseen	1.0000	1.0000	0.0000
wh2_main_vmp_wraiths_1	wh2_dlc11_effect_agent_enable_recruitment_champion_cst	IsFactionJiangshi	province_to_province_own_unseen	1.0000	1.0000	0.0000
wh_main_vmp_necromancers_2	wh3_main_faction_political_diplomacy_mod_cathay	IsFactionJiangshi	faction_to_faction_own_unseen	-15.0000	-7.0000	0.0000
wh2_main_vmp_wraiths_1	wh2_dlc11_cst_slot_mourngul_haunter		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
wh2_main_vmp_wraiths_1	theak_bm_mounrgul_haunter_fun_tyme		force_to_force_own	1.0000	1.0000	0.0000
wh2_main_vmp_wraiths_2	wh2_dlc11_cst_slot_mourngul_haunter		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
wh2_main_vmp_wraiths_2	theak_bm_mounrgul_haunter_fun_tyme		force_to_force_own	1.0000	1.0000	0.0000
jiangshi_conclave_1	astroliche_enable		province_to_province_own_unseen	1.0000	0.0000	0.0000
jiangshi_conclave_1	astroliche_recruitment		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
jiangshi_conclave_2	astroliche_enable		province_to_province_own_unseen	1.0000	0.0000	0.0000
jiangshi_conclave_2	astroliche_recruitment		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
jiangshi_conclave_1	wh_main_effect_character_mod_ancillary_drop		building_to_character_in_adjacent_regions	5.0000	2.0000	0.0000
jiangshi_conclave_2	wh3_main_effect_winds_of_magic_other		building_to_forces_own_regionwide	15.0000	8.0000	0.0000
jiangshi_conclave_1	wh3_main_effect_winds_of_magic_other		building_to_forces_own_regionwide	10.0000	5.0000	0.0000
jiangshi_conclave_1	wh2_dlc11_effect_army_ability_enable_wraith_storm		region_to_force_own	1.0000	1.0000	0.0000
jiangshi_conclave_2	wh_main_effect_character_mod_ancillary_drop		faction_to_faction_own_unseen	10.0000	5.0000	0.0000
jiangshi_conclave_2	wh2_dlc11_effect_army_ability_enable_wraith_storm		region_to_force_own	2.0000	2.0000	0.0000
jiangshi_conclave_2	astroliche_rank		faction_to_faction_own_unseen	2.0000	0.0000	0.0000
