effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/astroliche_+					
enable_vigor_mortis	general_ability.png	201	general_ability.png	battle	true
cooldown_lesser_doombolt	magic_cooldown.png	293	magic_cooldown.png	both	false
ability_enable_lesser_doombolt	magic_character.png	290	magic_character.png	battle	true
ability_miscast_lesser_doombolt_upgraded	magic.png	298	magic.png	both	false
ability_overcast_lesser_doombolt	magic_character.png	292	magic_character.png	both	true
ability_wom_cost_lesser_doombolt	magic_character.png	294	magic_character.png	both	false
ability_wom_cost_lesser_doombolt_upgraded	magic_character.png	295	magic_character.png	both	false
ability_miscast_wave_darkness_upgraded	magic.png	298	magic.png	both	false
ability_overcast_wave_darkness	magic_character.png	292	magic_character.png	both	true
ability_wom_cost_wave_darkness	magic_character.png	294	magic_character.png	both	false
ability_wom_cost_wave_darkness_upgraded	magic_character.png	295	magic_character.png	both	false
ability_cooldown_wave_darkness	magic_cooldown.png	293	magic_cooldown.png	both	false
ability_enable_wave_darkness	magic_character.png	290	magic_character.png	battle	true
astroliche_enable	wizard.png	102	wizard.png	campaign	true
astroliche_recruitment	wizard.png	105	wizard.png	campaign	true
astroliche_rank	experience.png	107	experience.png	campaign	true
bound_krakens	magic_character.png	291	magic_character.png	battle	true
bound_stone_drop	magic_character.png	292	magic_character.png	battle	true
will_breaker	general_ability.png	293	general_ability.png	battle	true
unholy_rebirth	general_ability.png	294	general_ability.png	battle	true
sheperd_spirits_arm	armour.png	295	armour.png	battle	true
sheperd_spirits_bvi	bonus_vs_small.png	296	bonus_vs_small.png	battle	true
relentless_zombies_speed	battle_movement.png	297	battle_movement.png	battle	true
relentless_zombies_ldrship	morale.png	298	morale.png	battle	true
astro_horse	mount.png	299	mount.png	both	true
astro_hellstede	mount.png	300	mount.png	both	true
astro_necrocoil	mount.png	301	mount.png	both	true
jade_horse	mount.png	302	mount.png	both	true
jade_hellsteed	mount.png	303	mount.png	both	true
bound_deep	general_ability.png	304	general_ability.png	battle	true
bound_lifebloom	general_ability.png	305	general_ability.png	battle	true
theak_bm_mounrgul_haunter_fun_tyme	mourngul_haunter.png	3	mourngul_haunter.png	campaign	true
bm_theak_effect_enable_item_passive_the_forbidden_tome	general_ability.png	294	general_ability.png	battle	true
