variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
#variants_tables;6;db/variants_tables/astroliche_+							
astroliche_theak_01		astroliche_theak_01		1.0000	1.1500	0.0500	
astroliche_theak_02		astroliche_theak_02		1.0000	1.1500	0.0500	
jade_shugengan_01		jade_shugengan_01		1.0000	1.1500	0.0500	
jade_shugengan_02		jade_shugengan_02		1.0000	1.1500	0.0500	
jade_shugengan_03		jade_shugengan_03		1.0000	1.1500	0.0500	
jiang_wight_king_campaign_01		jiang_wight_king_sword_campaign_01		1.0000	1.1500	0.0500	
jiang_wight_king_campaign_02		jiang_wight_king_sword_campaign_02		1.0000	1.1500	0.0500	
jiang_wight_king_campaign_03		jiang_wight_king_sword_campaign_03		1.0000	1.1500	0.0500	
jiang_wight_king_campaign_04		jiang_wight_king_sword_campaign_04		1.0000	1.1500	0.0500	
jiang_wight_king		jiang_wight_king_sword		1.0000	1.1500	0.0500	
jiang_master_necromancer		jiang_master_necromancer		1.0000	1.1500	0.0500	
jiang_master_necromancer_campaign_01		jiang_master_necromancer_campaign_01		1.0000	1.1500	0.0500	
jiang_master_necromancer_campaign_02		jiang_master_necromancer_campaign_02		1.0000	1.1500	0.0500	
jiang_master_necromancer_campaign_03		jiang_master_necromancer_campaign_03		1.0000	1.1500	0.0500	
jiang_master_necromancer_campaign_04		jiang_master_necromancer_campaign_04		1.0000	1.1500	0.0500	
jiang_necromancer		jiang_necromancer		1.0000	1.1500	0.0500	
jiang_necromancer_campaign_01		jiang_necromancer_campaign_01		1.0000	1.1500	0.0500	
jiang_necromancer_campaign_02		jiang_necromancer_campaign_02		1.0000	1.1500	0.0500	
jiang_necromancer_campaign_03		jiang_necromancer_campaign_03		1.0000	1.1500	0.0500	
bm_theak_moloch_monks_vmd		bm_theak_moloch_monk		1.0000	1.2000	0.0000	
