key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_ui_override	ai_usage_template_group	audio_vo_actor_override	mom_vortex_key
#unit_special_abilities_tables;74;db/unit_special_abilities_tables/astroliche_+																																																																						
lesser_doombolt_jiang	7.0000	35.0000	-1	0.0000	false	0	0	false	0.0000		false	true	false	200.0000	false	false	3.0000	false	215242566	wh2_dlc10_spell_bound_lesser_doombolt		cast_up_short	8.0000	0.0000	wh_spell_generic_bombardment	wh_spell_generic_bombardment	wh_spell_generic_bombardment_active			0.0000		aoe_bombardment	wh2_main_spell_dark_magic_doombolt		vo_battle_special_ability_spell_cast_negative	0.0000	150.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_unit	1	false	1.0000		true					
lesser_doombolt_upgraded	7.0000	35.0000	-1	0.0000	false	0	0	false	0.0000		false	true	false	200.0000	false	false	5.0000	false	215242567	wh2_main_spell_dark_magic_doombolt		cast_up_long	11.0000	0.0000	wh_spell_generic_bombardment	wh_spell_generic_bombardment	wh_spell_generic_bombardment_active			0.5000	wh_dlc03_spell_wild_miscast	aoe_bombardment	wh2_main_spell_dark_magic_doombolt	dark_magic_long	vo_battle_special_ability_spell_cast_negative	0.0000	200.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_unit	1	false	1.0000		true					
wave_of_darkness_jiang	1.0000	29.0000	-1	0.0000	false	0	0	false	0.0000		false	true	true	200.0000	false	false	3.0000	false	215242568			cast_up_short	5.0000	0.0000	wh_abilities_generic_breath_short	wh_abilities_generic_breath_short			jiang_wave_of_darkness	0.0000		vortex_breath	wh_dlc03_spell_wild_bray_scream		vo_battle_special_ability_spell_cast_negative	0.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_unit	1	false	1.0000		true					
wave_of_darkness_upgraded_jiang	1.0000	29.0000	-1	0.0000	false	0	0	false	0.0000		false	true	true	200.0000	false	false	3.0000	false	215242569			cast_up_short	7.0000	0.0000	wh_abilities_generic_breath_short	wh_abilities_generic_breath_short			jiang_wave_of_darkness_upgrade	0.5000	wh_dlc03_spell_wild_miscast	vortex_breath	wh_dlc03_spell_wild_bray_scream	dark_magic_short	vo_battle_special_ability_spell_cast_negative	0.0000	150.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_unit	1	false	1.0000		true					
assault_of_stone_bound	9.0000	90.0000	1	0.0000	false	0	0	false	0.0000		false	true	true	200.0000	false	false	3.0000	false	215242570	wh2_dlc10_item_bound_assault_of_stone		cast_up_long	0.0000	0.0000	wh_abilities_bomb_small_drop					0.0000		always_use_only_land	wh2_main_unit_abilities_drop_rocks	life_long	vo_battle_special_ability_generic_response	0.0000	150.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_unit	1	false	1.0000		true					
unholy_rebirth_passive	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	215242571				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring				wh2_dlc15_unit_passive_fiery_rebirth	0.0000					vo_battle_special_ability_generic_response	0.0000	100.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	2	false	1.0000		true					
krakens_pull_bound	15.0000	90.0000	1	0.0000	false	0	1	false	0.0000		false	true	true	200.0000	false	false	5.0000	false	215242572			cast_up_long	0.0000	0.0000	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh2_dlc11_spell_deep_krakens_pull	0.0000		aoe_ap	wh2_dlc11_spell_deep_krakens_pull	deep_long	vo_battle_special_ability_spell_cast_wef_shadow	0.0000	200.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	1	false	1.0000		true					
breaker_of_will_passive	-1.0000	-1.0000	-1	25.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	215242573				0.0000	0.0000	wh_abilities_generic_debuff					0.0000					vo_battle_special_ability_spell_cast_negative	75.0000	75.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
bm_theak_item_passive_the_forbidden_tome	15.0000	-1.0000	-1	-1.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	215242574				0.0000	0.0000	wh_abilities_generic_debuff_wom					0.0000					vo_battle_special_ability_generic_response	100.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
