key	group	initial_unit_count	pool	faction_requirement	subculture_requirement	tech_requirement
#mercenary_pool_to_groups_junctions_tables;1;db/mercenary_pool_to_groups_junctions_tables/jiangshi_reborn+						
1493447784	jiang_damned_cannon	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447785	jiang_damned_cannon	0	wh_main_vmp_province_pool		jiangshi_subculture	
1493447786	jiang_grave_guard_crossbow	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447787	jiang_grave_guard_crossbow	0	wh_main_vmp_province_pool		jiangshi_subculture	
1493447788	jiang_grave_guard_halberd	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447789	jiang_grave_guard_halberd	0	wh_main_vmp_province_pool		jiangshi_subculture	
1493447790	jiang_shadow_lantern	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447791	jiang_shadow_lantern	0	wh_main_vmp_province_pool		jiangshi_subculture	
1493447792	jiang_zombie_longspear	3	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447793	jiang_zombie_longspear	3	wh_main_vmp_province_pool		jiangshi_subculture	
1493447794	wh_main_vmp_inf_cairn_wraiths	0	wh_main_vmp_province_pool		jiangshi_subculture	
1493447795	wh_main_vmp_inf_grave_guard_0	0	wh_main_vmp_province_pool		jiangshi_subculture	
1493447796	wh2_dlc11_vmp_inf_handgunners	0	wh_dlc04_vmp_units_of_renown_pool		jiangshi_subculture	
1493447797	wh_main_vmp_inf_crypt_ghouls	0	wh_main_vmp_province_pool		jiangshi_subculture	
1493447798	wh2_dlc11_cst_mon_mournguls_0	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447799	wh_main_vmp_inf_skeleton_warriors_0	1	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447800	wh_main_vmp_inf_skeleton_warriors_1	1	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447801	wh_main_vmp_cav_black_knights_0	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447802	wh_main_vmp_cav_black_knights_3	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447803	wh_main_vmp_cav_hexwraiths	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447804	wh_main_vmp_inf_cairn_wraiths	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447805	wh_main_vmp_inf_grave_guard_0	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447806	wh_main_vmp_inf_grave_guard_1	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447807	wh_main_vmp_mon_crypt_horrors	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447808	wh_main_vmp_veh_black_coach	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447809	wh_main_vmp_inf_crypt_ghouls	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447810	wh_main_vmp_inf_skeleton_warriors_0	1	wh_main_vmp_province_pool		jiangshi_subculture	
1493447811	wh_main_vmp_inf_skeleton_warriors_1	1	wh_main_vmp_province_pool		jiangshi_subculture	
1493447812	wh_dlc02_vmp_cav_blood_knights_0	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447813	wh_dlc04_vmp_veh_mortis_engine_0	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447814	wh_dlc04_vmp_veh_corpse_cart_0	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447815	wh_dlc04_vmp_veh_corpse_cart_1	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447816	wh_dlc04_vmp_veh_corpse_cart_2	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447817	wh_main_vmp_mon_crypt_horrors	0	wh_main_vmp_province_pool		jiangshi_subculture	
1493447818	wh2_dlc11_vmp_inf_crossbowmen	0	wh_dlc04_vmp_units_of_renown_pool		jiangshi_subculture	
1493447819	wh_dlc02_vmp_cav_blood_knights_0	0	wh_main_vmp_province_pool		jiangshi_subculture	
1493447820	jiang_zombie_reg	3	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447821	jiang_zombie_reg	3	wh_main_vmp_province_pool		jiangshi_subculture	
1493447822	jiang_zombie_archer	3	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447823	jiang_zombie_archer	3	wh_main_vmp_province_pool		jiangshi_subculture	
1493447824	jiang_necro_mortar	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447825	jiang_necro_mortar	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447826	jiang_shuimu	0	wh_main_vmp_province_pool		jiangshi_subculture	
1493447827	jiang_shuimu	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
1493447828	jiang_longma_undead	0	wh_main_vmp_province_pool		jiangshi_subculture	
1493447829	jiang_longma_undead	0	wh_main_vmp_vampire_merc_pool		jiangshi_subculture	
