bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/rhox_dotd_new_agents	
spellcaster	jiangshi_cha_master_necromancer_1
spellcaster	jiangshi_cha_master_necromancer_2
spellcaster	jiangshi_cha_master_necromancer_3
spellcaster	jiangshi_cha_necromancer_1
spellcaster	jiangshi_cha_necromancer_2
spellcaster	jiangshi_cha_necromancer_3
spellcaster	jiangshi_cha_master_necromancer_0
spellcaster	jiangshi_cha_master_necromancer_4
very_fast	jiangshi_cha_master_necromancer_4
spellcaster	jiangshi_cha_master_necromancer_5
spellcaster	jiangshi_cha_necromancer_0
spellcaster	jiangshi_cha_necromancer_5
anti_infantry	jiangshi_cha_wight_king_0
armoured_and_shielded	jiangshi_cha_wight_king_0
anti_infantry	jiangshi_cha_wight_king_1
armoured_and_shielded	jiangshi_cha_wight_king_1
anti_infantry	jiangshi_cha_wight_king_2
armoured_and_shielded	jiangshi_cha_wight_king_2
