bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/jiangshi_groupings+	
anti_large	wh_dlc02_vmp_cav_blood_knights_0_jiang
armoured_and_shielded	wh_dlc02_vmp_cav_blood_knights_0_jiang
frenzy	wh_dlc02_vmp_cav_blood_knights_0_jiang
magical_aura	wh_dlc04_vmp_veh_corpse_cart_0_jiang
regeneration	wh_dlc04_vmp_veh_corpse_cart_0_jiang
magic_disruption	wh_dlc04_vmp_veh_corpse_cart_1_jiang
magical_aura	wh_dlc04_vmp_veh_corpse_cart_1_jiang
regeneration	wh_dlc04_vmp_veh_corpse_cart_1_jiang
magical_aura	wh_dlc04_vmp_veh_corpse_cart_2_jiang
mass_regeneration	wh_dlc04_vmp_veh_corpse_cart_2_jiang
regeneration	wh_dlc04_vmp_veh_corpse_cart_2_jiang
magic_harvester	wh_dlc04_vmp_veh_mortis_engine_0_jiang
magical_aura	wh_dlc04_vmp_veh_mortis_engine_0_jiang
mass_regeneration	wh_dlc04_vmp_veh_mortis_engine_0_jiang
terror	wh_dlc04_vmp_veh_mortis_engine_0_jiang
anti_infantry	wh_main_vmp_cav_black_knights_0_jiang
armoured_and_shielded	wh_main_vmp_cav_black_knights_0_jiang
anti_infantry	wh_main_vmp_cav_black_knights_3_jiang
armoured_and_shielded	wh_main_vmp_cav_black_knights_3_jiang
armour_piercing	wh_main_vmp_cav_hexwraiths_jiang
ethereal	wh_main_vmp_cav_hexwraiths_jiang
terror	wh_main_vmp_cav_hexwraiths_jiang
vanguard_deployment	wh_main_vmp_cav_hexwraiths_jiang
armour_piercing	wh_main_vmp_inf_cairn_wraiths_jiang
ethereal	wh_main_vmp_inf_cairn_wraiths_jiang
terror	wh_main_vmp_inf_cairn_wraiths_jiang
damage_dealer	wh_main_vmp_inf_crypt_ghouls_jiang
poison	wh_main_vmp_inf_crypt_ghouls_jiang
weak_anti_armour	wh_main_vmp_inf_crypt_ghouls_jiang
anti_infantry	wh_main_vmp_inf_grave_guard_0_jiang
armoured_and_shielded	wh_main_vmp_inf_grave_guard_0_jiang
anti_infantry	wh_main_vmp_inf_grave_guard_1_jiang
armour_piercing	wh_main_vmp_inf_grave_guard_1_jiang
armoured	wh_main_vmp_inf_grave_guard_1_jiang
shielded	wh_main_vmp_inf_skeleton_warriors_0_jiang
anti_large	wh_main_vmp_inf_skeleton_warriors_1_jiang
charge_reflector_vs_large	wh_main_vmp_inf_skeleton_warriors_1_jiang
shielded	wh_main_vmp_inf_skeleton_warriors_1_jiang
armour_piercing	wh_main_vmp_mon_crypt_horrors_jiang
poison	wh_main_vmp_mon_crypt_horrors_jiang
regeneration	wh_main_vmp_mon_crypt_horrors_jiang
anti_infantry	wh_main_vmp_veh_black_coach_jiang
armour_piercing	wh_main_vmp_veh_black_coach_jiang
evocation_of_death	wh_main_vmp_veh_black_coach_jiang
terror	wh_main_vmp_veh_black_coach_jiang
vanguard_deployment	jiang_shuimu
can_fly	jiang_shuimu
charmed_attacks	jiang_shuimu
scaly_skin	jiang_shuimu
anti_infantry	jiang_longma_undead
armoured_and_shielded	jiang_longma_undead
