bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/jiangshi_reborn+	
armoured_and_shielded	jiang_grave_guard_crossbow
decent_melee	jiang_grave_guard_crossbow
armour_piercing	jiang_grave_guard_halberd
armoured	jiang_grave_guard_halberd
anti_large	jiang_grave_guard_halberd
charge_reflector_vs_large	jiang_grave_guard_halberd
anti_large	jiang_zombie_longspear
meat_shield	jiang_zombie_longspear
always_flying	jiang_shadow_lantern
spellcaster	jiang_shadow_lantern
armour_piercing_ranged	jiang_damned_cannon
good_range	jiang_damned_cannon
armour_piercing	yuwei_zombie_dragon
armoured	yuwei_zombie_dragon
scaly_skin	yuwei_zombie_dragon
spellcaster	yuwei_zombie_dragon
meat_shield	jiang_zombie_reg
unstable_necromancy	jiang_zombie_longspear
unstable_necromancy	jiang_zombie_reg
armour_piercing	jiang_dracolith
terror	jiang_dracolith
necrotic_breath	jiang_dracolith
armoured_and_shielded	jiang_grave_guard_crossbow_balefireshaft
decent_melee	jiang_grave_guard_crossbow_balefireshaft
flaming_attacks	jiang_grave_guard_crossbow_balefireshaft
meat_shield	jiang_zombie_archer
poor_accuracy	jiang_zombie_archer
meat_shield	jiang_zombie_archer_putridshaft
poor_accuracy	jiang_zombie_archer_putridshaft
poison	jiang_zombie_archer_putridshaft
regeneration	jiang_dracolith
anti_infantry	jiang_necro_mortar
no_friendly_fire	jiang_necro_mortar
armoured	jiang_copsewight
armour_piercing	jiang_copsewight
defender	jiang_copsewight
forest_spirit	jiang_copsewight
