id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/jiangshi_reborn+		
jiangshi_DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionVamp	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionVamp	0.0000
jiangshi_DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionVamp_&_Negative	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionVamp_&_Positive	DLC11_diplomacy_Subcult_VampireCoast_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Alarielle_&_OtherFactionVamp	diplomacy_Faction_Alarielle_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Alarielle_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Alarielle_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Alarielle_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Alarielle_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Alith_Anar_&_OtherFactionVamp	diplomacy_Faction_Alith_Anar_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Alith_Anar_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Alith_Anar_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Alith_Anar_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Alith_Anar_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Archaon_&_OtherFactionVamp	diplomacy_Faction_Archaon_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Archaon_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Archaon_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Archaon_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Archaon_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Azhag_&_OtherFactionVamp	diplomacy_Faction_Azhag_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Azhag_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Azhag_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Azhag_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Azhag_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_BalthasarGelt_&_OtherFactionVamp	diplomacy_Faction_BalthasarGelt_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_BalthasarGelt_&_OtherFactionVamp_&_Negative	diplomacy_Faction_BalthasarGelt_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_BalthasarGelt_&_OtherFactionVamp_&_Positive	diplomacy_Faction_BalthasarGelt_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Fellheart_&_OtherFactionVamp	diplomacy_Faction_Fellheart_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Fellheart_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Fellheart_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Fellheart_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Fellheart_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Grimgor_&_OtherFactionVamp	diplomacy_Faction_Grimgor_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Grimgor_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Grimgor_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Grimgor_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Grimgor_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Heinrich_&_OtherFactionVamp	diplomacy_Faction_Heinrich_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Heinrich_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Heinrich_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Heinrich_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Heinrich_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Hellebron_&_OtherFactionVamp	diplomacy_Faction_Hellebron_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Hellebron_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Hellebron_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Hellebron_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Hellebron_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_KarlFranz_&_OtherFactionVamp	diplomacy_Faction_KarlFranz_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_KarlFranz_&_OtherFactionVamp_&_Negative	diplomacy_Faction_KarlFranz_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_KarlFranz_&_OtherFactionVamp_&_Positive	diplomacy_Faction_KarlFranz_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Kemmler_&_OtherFactionVamp	diplomacy_Faction_Kemmler_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Kemmler_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Kemmler_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Kemmler_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Kemmler_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Kholek_&_OtherFactionVamp	diplomacy_Faction_Kholek_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Kholek_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Kholek_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Kholek_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Kholek_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_KroqGar_&_OtherFactionVamp	diplomacy_Faction_KroqGar_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_KroqGar_&_OtherFactionVamp_&_Negative	diplomacy_Faction_KroqGar_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_KroqGar_&_OtherFactionVamp_&_Positive	diplomacy_Faction_KroqGar_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_LordofChange_&_OtherFactionVamp	diplomacy_Faction_LordofChange_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_LordofChange_&_OtherFactionVamp_&_Negative	diplomacy_Faction_LordofChange_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_LordofChange_&_OtherFactionVamp_&_Positive	diplomacy_Faction_LordofChange_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_LouenLeoncoeur_&_OtherFactionVamp	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_LouenLeoncoeur_&_OtherFactionVamp_&_Negative	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_LouenLeoncoeur_&_OtherFactionVamp_&_Positive	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Malekith_&_OtherFactionVamp	diplomacy_Faction_Malekith_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Malekith_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Malekith_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Malekith_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Malekith_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Mannfred_&_OtherFactionVamp	diplomacy_Faction_Mannfred_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Mannfred_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Mannfred_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Mannfred_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Mannfred_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Mazdamundi_&_OtherFactionVamp	diplomacy_Faction_Mazdamundi_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Mazdamundi_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Mazdamundi_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Mazdamundi_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Mazdamundi_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Morathi_&_OtherFactionVamp	diplomacy_Faction_Morathi_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Morathi_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Morathi_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Morathi_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Morathi_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Queek_&_OtherFactionVamp	diplomacy_Faction_Queek_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Queek_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Queek_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Queek_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Queek_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Sigvald_&_OtherFactionVamp	diplomacy_Faction_Sigvald_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Sigvald_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Sigvald_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Sigvald_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Sigvald_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Skrolk_&_OtherFactionVamp	diplomacy_Faction_Skrolk_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Skrolk_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Skrolk_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Skrolk_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Skrolk_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Teclis_&_OtherFactionVamp	diplomacy_Faction_Teclis_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Teclis_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Teclis_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Teclis_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Teclis_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Thorgrim_&_OtherFactionVamp	diplomacy_Faction_Thorgrim_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Thorgrim_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Thorgrim_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Thorgrim_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Thorgrim_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Tyrion_&_OtherFactionVamp	diplomacy_Faction_Tyrion_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Tyrion_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Tyrion_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Tyrion_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Tyrion_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Ungrim_&_OtherFactionVamp	diplomacy_Faction_Ungrim_&_OtherFactionVamp	0.0000
jiangshi_diplomacy_Faction_Ungrim_&_OtherFactionVamp_&_Negative	diplomacy_Faction_Ungrim_&_OtherFactionVamp_&_Negative	0.0000
jiangshi_diplomacy_Faction_Ungrim_&_OtherFactionVamp_&_Positive	diplomacy_Faction_Ungrim_&_OtherFactionVamp_&_Positive	0.0000
jiangshi_diplomacy_Faction_Vlad_&_OtherFactionVamp	diplomacy_Faction_Vlad_&_OtherFactionVamp	0.0000
