group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;1;db/cdir_military_generator_unit_qualities_tables/jiangshi_reborn+		
wh3_default_land_artillery_long_range	jiang_damned_cannon	7
wh3_default_land_ranged_infantry_main_light_backline	jiang_grave_guard_crossbow	14
wh3_default_land_melee_infantry_main_frontline_spears_high_quality	jiang_grave_guard_halberd	14
wh3_default_land_flying	jiang_shadow_lantern	14
wh3_default_land_melee_infantry_trash	jiang_zombie_longspear	2
wh3_default_land_melee_infantry_trash	jiang_zombie_reg	2
wh3_default_land_flying_heavy	jiang_dracolith	27
wh3_default_land_ranged_infantry_main_light_backline	jiang_grave_guard_crossbow_balefireshaft	14
wh3_default_land_ranged_infantry_trash	jiang_zombie_archer	2
wh3_default_land_ranged_infantry_trash	jiang_zombie_archer_putridshaft	2
wh3_default_land_artillery_long_range	jiang_necro_mortar	8
wh3_default_land_monsters_heavy	jiang_copsewight	25
wh3_default_land_melee_cavalry_main_mounted_heavy	jiang_longma_undead	15
