group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;1;db/cdir_military_generator_unit_qualities_tables/jiansghi_groupings+		
wh3_default_land_aura	wh_dlc04_vmp_veh_corpse_cart_0_jiang	1
wh3_default_land_aura	wh_dlc04_vmp_veh_corpse_cart_1_jiang	3
wh3_default_land_aura	wh_dlc04_vmp_veh_corpse_cart_2_jiang	4
wh3_default_land_aura	wh_dlc04_vmp_veh_mortis_engine_0_jiang	31
wh3_default_land_aura	wh_main_vmp_veh_black_coach_jiang	19
wh3_default_land_melee_cavalry_main_mounted_heavy	wh_dlc02_vmp_cav_blood_knights_0_jiang	46
wh3_default_land_melee_cavalry_main_mounted_heavy	wh_main_vmp_cav_hexwraiths_jiang	31
wh3_default_land_melee_cavalry_main_mounted_medium	wh_main_vmp_cav_black_knights_0_jiang	9
wh3_default_land_melee_cavalry_main_mounted_medium	wh_main_vmp_cav_black_knights_3_jiang	18
wh3_default_land_melee_infantry_main_flanking	wh_main_vmp_inf_crypt_ghouls_jiang	4
wh3_default_land_melee_infantry_main_frontline_spears	wh_main_vmp_inf_skeleton_warriors_1_jiang	2
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	wh_main_vmp_inf_cairn_wraiths_jiang	12
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	wh_main_vmp_inf_grave_guard_0_jiang	12
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	wh_main_vmp_inf_grave_guard_1_jiang	14
wh3_default_land_melee_infantry_trash	wh_main_vmp_inf_skeleton_warriors_0_jiang	1
wh3_default_land_monsters_flanking_strong	wh_main_vmp_mon_crypt_horrors_jiang	10
wh3_default_land_monsters_flanking	jiang_shuimu	6
