attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/jiangshi_reborn+	
vampire_territory	jiang_damned_cannon
vampire_territory	jiang_grave_guard_crossbow
vampire_territory	jiang_grave_guard_halberd
vampire_territory	jiang_shadow_lantern
vampire_territory	jiang_zombie_longspear
vampire_territory	jiang_zombie_reg
vampire_territory	jiang_dracolith
vampire_territory	jiang_grave_guard_crossbow_balefireshaft
vampire_territory	jiang_zombie_archer_putridshaft
vampire_territory	jiang_zombie_archer
vampire_territory	yuwei_zombie_dragon
vampire_territory	yuwei_feng_0
vampire_territory	yuwei_feng_4
vampire_territory	yuwei_feng_5
vampire_territory	wh_main_vmp_cav_black_knights_0_jiang
vampire_territory	wh_main_vmp_cav_black_knights_3_jiang
vampire_territory	wh_main_vmp_cav_hexwraiths_jiang
vampire_territory	wh_main_vmp_inf_cairn_wraiths_jiang
vampire_territory	wh_main_vmp_inf_crypt_ghouls_jiang
vampire_territory	wh_main_vmp_inf_grave_guard_0_jiang
vampire_territory	wh_main_vmp_inf_grave_guard_1_jiang
vampire_territory	wh_main_vmp_inf_skeleton_warriors_0_jiang
vampire_territory	wh_main_vmp_inf_skeleton_warriors_1_jiang
vampire_territory	wh_main_vmp_mon_crypt_horrors_jiang
vampire_territory	wh_main_vmp_veh_black_coach_jiang
vampire_territory	wh_dlc04_vmp_veh_mortis_engine_0_jiang
vampire_territory	wh_dlc02_vmp_cav_blood_knights_0_jiang
vampire_territory	wh_dlc04_vmp_veh_corpse_cart_0_jiang
vampire_territory	wh_dlc04_vmp_veh_corpse_cart_1_jiang
vampire_territory	wh_dlc04_vmp_veh_corpse_cart_2_jiang
vampire_territory	jiang_necro_mortar
vampire_territory	jiang_copsewight
vampire_territory	jiang_shuimu
vampire_territory	jiang_longma_undead
