unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;1;db/unit_set_to_unit_junctions_tables/jiangshi_groupings+					
			wh_main_vmp_cav_hexwraiths_jiang	all_units_excluding_guerrilla_deployment	true
			wh_main_vmp_cav_hexwraiths_jiang	all_units_excluding_terror	false
			wh_main_vmp_inf_cairn_wraiths_jiang	all_units_excluding_terror	false
			wh_main_vmp_cav_black_knights_0_jiang	cavalry_and_monsters_knights	false
			wh_main_vmp_cav_black_knights_3_jiang	cavalry_and_monsters_knights	false
			wh_main_vmp_cav_hexwraiths_jiang	ethereal	false
			wh_main_vmp_inf_cairn_wraiths_jiang	ethereal	false
			wh_main_vmp_mon_crypt_horrors_jiang	monsters	false
			wh_dlc04_vmp_veh_mortis_engine_0_jiang	mp_cap_group_rare_single_entities	false
			wh_main_vmp_veh_black_coach_jiang	mp_cap_group_rare_single_entities	false
			wh_main_vmp_cav_black_knights_0_jiang	mp_cap_unit_vmp_cav_black_knights_0	false
			wh_main_vmp_cav_black_knights_3_jiang	mp_cap_unit_vmp_cav_black_knights_3	false
			wh_main_vmp_cav_hexwraiths_jiang	mp_cap_unit_vmp_cav_hexwraiths	false
			wh_main_vmp_inf_cairn_wraiths_jiang	mp_cap_unit_vmp_inf_cairn_wraiths	false
			wh_main_vmp_inf_crypt_ghouls_jiang	mp_cap_unit_vmp_inf_crypt_ghouls	false
			wh_main_vmp_inf_grave_guard_0_jiang	mp_cap_unit_vmp_inf_grave_guard_0	false
			wh_main_vmp_inf_grave_guard_1_jiang	mp_cap_unit_vmp_inf_grave_guard_1	false
			wh_main_vmp_inf_skeleton_warriors_1_jiang	mp_cap_unit_vmp_inf_skeleton_spearmen	false
			wh_main_vmp_inf_skeleton_warriors_0_jiang	mp_cap_unit_vmp_inf_skeleton_warriors	false
			wh_main_vmp_mon_crypt_horrors_jiang	mp_cap_unit_vmp_mon_crypt_horrors	false
			wh_main_vmp_veh_black_coach_jiang	mp_cap_unit_vmp_veh_black_coach	false
			wh_dlc04_vmp_veh_corpse_cart_1_jiang	mp_cap_unit_vmp_veh_corpse_cart_balefire	false
			wh_dlc04_vmp_veh_corpse_cart_2_jiang	mp_cap_unit_vmp_veh_corpse_cart_lodestone	false
			wh_dlc04_vmp_veh_corpse_cart_0_jiang	mp_cap_unit_vmp_veh_corpse_cart	false
			wh_dlc04_vmp_veh_mortis_engine_0_jiang	mp_cap_unit_vmp_veh_mortis_engine	false
			wh_main_vmp_mon_crypt_horrors_jiang	units_with_hp_regen	false
			wh_dlc02_vmp_cav_blood_knights_0_jiang	vmp_all	false
			wh_dlc04_vmp_veh_corpse_cart_0_jiang	vmp_all	false
			wh_dlc04_vmp_veh_corpse_cart_1_jiang	vmp_all	false
			wh_dlc04_vmp_veh_corpse_cart_2_jiang	vmp_all	false
			wh_dlc04_vmp_veh_mortis_engine_0_jiang	vmp_all	false
			wh_main_vmp_cav_black_knights_0_jiang	vmp_all	false
			wh_main_vmp_cav_black_knights_3_jiang	vmp_all	false
			wh_main_vmp_cav_hexwraiths_jiang	vmp_all	false
			wh_main_vmp_inf_cairn_wraiths_jiang	vmp_all	false
			wh_main_vmp_inf_crypt_ghouls_jiang	vmp_all	false
			wh_main_vmp_inf_grave_guard_0_jiang	vmp_all	false
			wh_main_vmp_inf_grave_guard_1_jiang	vmp_all	false
			wh_main_vmp_inf_skeleton_warriors_0_jiang	vmp_all	false
			wh_main_vmp_inf_skeleton_warriors_1_jiang	vmp_all	false
			wh_main_vmp_mon_crypt_horrors_jiang	vmp_all	false
			wh_main_vmp_veh_black_coach_jiang	vmp_all	false
			wh_dlc02_vmp_cav_blood_knights_0_jiang	vmp_blood_knights	false
			wh_main_vmp_cav_hexwraiths_jiang	vmp_bound_spirits	false
			wh_main_vmp_inf_cairn_wraiths_jiang	vmp_bound_spirits	false
			wh_main_vmp_inf_crypt_ghouls_jiang	vmp_bound_spirits	false
			wh_main_vmp_mon_crypt_horrors_jiang	vmp_bound_spirits	false
			wh_dlc04_vmp_veh_corpse_cart_0_jiang	vmp_chariots	false
			wh_dlc04_vmp_veh_corpse_cart_1_jiang	vmp_chariots	false
			wh_dlc04_vmp_veh_corpse_cart_2_jiang	vmp_chariots	false
			wh_dlc04_vmp_veh_mortis_engine_0_jiang	vmp_chariots	false
			wh_main_vmp_veh_black_coach_jiang	vmp_chariots	false
			wh_main_vmp_cav_black_knights_0_jiang	vmp_corpses	false
			wh_main_vmp_cav_black_knights_3_jiang	vmp_corpses	false
			wh_main_vmp_inf_grave_guard_0_jiang	vmp_corpses	false
			wh_main_vmp_inf_grave_guard_1_jiang	vmp_corpses	false
			wh_dlc04_vmp_veh_corpse_cart_0_jiang	vmp_dlc04_corpse_carts_mortis_engine	false
			wh_dlc04_vmp_veh_corpse_cart_1_jiang	vmp_dlc04_corpse_carts_mortis_engine	false
			wh_dlc04_vmp_veh_corpse_cart_2_jiang	vmp_dlc04_corpse_carts_mortis_engine	false
			wh_dlc04_vmp_veh_mortis_engine_0_jiang	vmp_dlc04_corpse_carts_mortis_engine	false
			wh_dlc04_vmp_veh_corpse_cart_0_jiang	vmp_dlc04_corpse_carts	false
