building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/dotd_disable_vanilla_building								
wh_main_vmp_forest_1		jiangshi_subculture	wh3_dlc21_vmp_jiangshi_rebels	wh_main_PLACEHOLDER	vampire_forest	true	wh_main_PLACEHOLDER	true
wh_main_vmp_forest_2		jiangshi_subculture	wh3_dlc21_vmp_jiangshi_rebels	wh_main_PLACEHOLDER	vampire_forest	true	wh_main_PLACEHOLDER	true
wh_main_vmp_forest_3		jiangshi_subculture	wh3_dlc21_vmp_jiangshi_rebels	wh_main_PLACEHOLDER	vampire_forest	true	wh_main_PLACEHOLDER	true
wh_main_vmp_cemetary_2		jiangshi_subculture	wh3_dlc21_vmp_jiangshi_rebels	wh_main_PLACEHOLDER	vampire_cemetery	true	wh_main_vmp_cemetary_2	true
wh_main_vmp_cemetary_3		jiangshi_subculture	wh3_dlc21_vmp_jiangshi_rebels	wh_main_PLACEHOLDER	vampire_cemetery	true	wh_main_vmp_cemetary_3	true
wh_main_vmp_vampires_1		jiangshi_subculture	wh3_dlc21_vmp_jiangshi_rebels	wh_main_PLACEHOLDER	vampire_vampires	true	wh_main_vmp_vampires_1	true
wh_main_vmp_vampires_2		jiangshi_subculture	wh3_dlc21_vmp_jiangshi_rebels	wh_main_PLACEHOLDER	vampire_vampires	true	wh_main_vmp_vampires_2	true
wh_main_vmp_armoury_1		jiangshi_subculture	wh3_dlc21_vmp_jiangshi_rebels	wh_main_PLACEHOLDER	vampire_armoury	true	wh_main_vmp_armoury_1	true
wh_main_vmp_armoury_2		jiangshi_subculture	wh3_dlc21_vmp_jiangshi_rebels	wh_main_PLACEHOLDER	vampire_armoury	true	wh_main_vmp_armoury_2	true
wh_main_vmp_necromancers_1		jiangshi_subculture	wh3_dlc21_vmp_jiangshi_rebels	wh_main_PLACEHOLDER	vampire_necromancers	true	wh_main_vmp_necromancers_1	true
wh_main_vmp_necromancers_2		jiangshi_subculture	wh3_dlc21_vmp_jiangshi_rebels	wh_main_PLACEHOLDER	vampire_necromancers	true	wh_main_vmp_necromancers_2	true
wh_main_vmp_ossuary_1		jiangshi_subculture	wh3_dlc21_vmp_jiangshi_rebels	wh_main_PLACEHOLDER	vampire_cursed_ground	true	wh_main_vmp_ossuary_1	true
wh_main_vmp_ossuary_2		jiangshi_subculture	wh3_dlc21_vmp_jiangshi_rebels	wh_main_PLACEHOLDER	vampire_cursed_ground	true	wh_main_vmp_ossuary_2	true
wh_main_vmp_ossuary_3		jiangshi_subculture	wh3_dlc21_vmp_jiangshi_rebels	wh_main_PLACEHOLDER	vampire_cursed_ground	true	wh_main_vmp_ossuary_3	true
