building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/jiangshi_reborn+	
jiangshi_burial_grounds	wh_main_jiang_vmp
wh2_dlc11_special_settlement_galleons_graveyard_other	wh_main_jiang_vmp
wh2_dlc12_special_bordeleaux_manann_shrine	wh_main_jiang_vmp
wh2_dlc14_special_copher_port	wh_main_jiang_vmp
wh2_dlc14_special_dragon_isle_port	wh_main_jiang_vmp
wh2_dlc14_special_nagashizzar_vmp	wh_main_jiang_vmp
wh2_dlc15_special_fortress_of_vorag_tower_of_the_bloodytooth_vmp	wh_main_jiang_vmp
wh2_dlc15_special_graves_of_the_dragons_vmp	wh_main_jiang_vmp
wh2_dlc15_special_ka_sabar_city_of_bronze	wh_main_jiang_vmp
wh2_dlc15_special_morgheim_necropolis_vmp	wh_main_jiang_vmp
wh2_main_VAMPIRES_raisedead	wh_main_jiang_vmp
wh2_main_VAMPIRES_resource_animals	wh_main_jiang_vmp
wh2_main_VAMPIRES_resource_gemstones	wh_main_jiang_vmp
wh2_main_VAMPIRES_resource_medicine	wh_main_jiang_vmp
wh2_main_VAMPIRES_resource_obsidian	wh_main_jiang_vmp
wh2_main_VAMPIRES_wraiths	wh_main_jiang_vmp
wh2_main_foreign_slot_discovery_vmp	wh_main_jiang_vmp
wh2_main_special_altar_of_ultimate_darkness_vmp	wh_main_jiang_vmp
wh2_main_special_altdorf_imperial_palace_vmp	wh_main_jiang_vmp
wh2_main_special_blood_keep	wh_main_jiang_vmp
wh2_main_special_castle_drachenfels	wh_main_jiang_vmp
wh2_main_special_clar_karond_lairs_vmp	wh_main_jiang_vmp
wh2_main_special_drakenhof_court	wh_main_jiang_vmp
wh2_main_special_fortress_gate_eagle_untainted	wh_main_jiang_vmp
wh2_main_special_fortress_gate_griffon_untainted	wh_main_jiang_vmp
wh2_main_special_fortress_gate_phoenix_untainted	wh_main_jiang_vmp
wh2_main_special_fortress_gate_unicorn_untainted	wh_main_jiang_vmp
wh2_main_special_galbaraz_mourkain_vmp	wh_main_jiang_vmp
wh2_main_special_ghrond_convent_of_sorcery_vmp	wh_main_jiang_vmp
